date,symbol,open,high,low,close,target,signal,temp_fc_d_minus1,temp_fc_d,temp_ac_d_plus1,temp_sn_d_minus1,temp_sn_d,temp_sn_d_plus1,CompositeWeatherVariableForecastLDZ(NW),CompositeWeatherVariableForecastLDZ(SC),CompositeWeatherVariableForecastLDZ(SE),WeatherCorrectionFactorForecast(NW),WeatherCorrectionFactorForecast(SC),WeatherCorrectionFactorForecast(SE),closing_linepack_actual,opening_linepack_actual,linepack_hourly_agg_d_plus1,predicted_closing_linepack,demand_cold,demand_warm,demand_actual_ntsd_plus1,demand_forecast_confidence_interval,demand_forecast_nts,demand_ntssn,demand_diff,demand_avg,demand_forecast_error,demand_nts_spread,HDD,CDD,demand_lag1,demand_lag7,dow,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,is_weekend,friday_startup,sin7,cos7,is_holiday,temp_dev_fc_minus1,temp_dev_fc,temp_dev_fc_plus1,lp_closing_diff,lp_closing_pred_error,combo_signal,volatility,trend,vol_regime,trend_regime,atr,portfolio,exposure
2024-04-11,SAP,2.3942,2.3942,2.3942,1.498,0.021762349799733016,1,11.7232,11.7853,11.8303,9.01,9.01,9.01,11.14,9.93,12.59,2.93,2.65,2.48,339.37271910599827,337.4840733589066,337.41,339.9060488073824,257.995944078182,141.955280108636,1553325524.0,9.24,181.63739263839796,251.857905468022,-116.04066396954599,199.97561209340898,1553325342.3626075,-70.22051282962406,53.2147,0.0,1.4225,1.6097,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,2.7132000000000005,2.7752999999999997,2.8202999999999996,1.8886457470916866,-0.5333297013841047,0.8933685119994366,0.05858730607472693,0.018245875327876738,high,up,0.047034654713810034,0.972859598797007,0.5
2024-04-12,SAP,2.4354,2.4354,2.4354,1.5306,-0.010910753952698249,1,12.3534,12.3704,12.442,9.1,9.1,9.1,11.58,10.3,13.68,3.27,2.93,3.48,342.8477438862112,339.37271910599827,341.45,342.49355202843003,252.219338379545,135.675957115909,1714485232.0,9.24,191.0334257319016,247.983001832639,-116.54338126363601,193.947647747727,1714485040.9665742,-56.9495761007374,52.629599999999996,0.0,1.498,1.5123,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,3.253400000000001,3.2704000000000004,3.3420000000000005,3.475024780212948,0.35419185778118845,0.8352071771036661,0.04334895530030852,-0.012174410282044336,low,down,0.0348602444317657,0.9675522829405095,0.5
2024-04-13,SAP,2.5158,2.5158,2.5158,1.5139,0.037122663319902216,1,11.8872,11.9177,11.9941,9.19,9.19,9.19,10.03,8.97,14.04,1.62,1.48,3.76,343.310049297726,342.8477438862112,341.61,342.15617400338795,235.457579087909,124.248957138909,1753031971.0,9.24,191.4834243295526,234.543908954805,-111.208621949,179.853268113409,1753031779.5165756,-43.0604846252524,53.082300000000004,0.0,1.5306,1.4546,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,2.6972000000000005,2.7277000000000005,2.8041,0.46230541151476245,1.153875294338036,0.7795417217327548,0.033156016544194415,0.00924787206950608,low,up,0.025612372362259616,0.9855113417625112,0.5
2024-04-14,SAP,2.7247,2.7247,2.7247,1.5701,-0.015922552703649506,1,10.5168,10.7838,10.8773,9.32,9.32,9.32,9.56,8.05,12.5,1.02,0.43,2.12,336.1320845778198,343.310049297726,336.21,336.7121617791072,231.271199377727,121.556814662182,1657660168.0,9.24,183.8805411835093,232.627895983059,-109.71438471554498,176.4140070199545,1657659984.119459,-48.7473547995497,54.2162,0.0,1.5139,1.5748,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,1.1967999999999996,1.463799999999999,1.5572999999999997,-7.177964719906186,-0.5800772012873949,0.6908809429090216,0.03445674726059118,0.009727873181221813,low,up,0.03073356450899869,0.9776654136228823,0.5
2024-04-15,SAP,2.629,2.629,2.629,1.5451,0.036502491748106936,1,8.87114,9.015,9.11383,9.42,9.42,9.42,7.43,7.0,10.61,-1.23,-0.76,0.14,338.0176327869908,336.1320845778198,337.79,337.86401555788785,250.114372095818,134.260956968727,1635626229.0,9.24,176.33362952570596,250.60580975068,-115.85341512709101,192.1876645322725,1635626052.6663704,-74.27218022497405,55.985,0.0,1.5701,1.4848,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,-0.5488599999999995,-0.40499999999999936,-0.30616999999999983,1.88554820917102,0.15361722910296294,0.6819345195856342,0.02996643878281757,0.0029747863183012153,low,up,0.027758778190697476,0.9955090254694716,0.5
2024-04-16,SAP,2.7833,2.7833,2.7833,1.6015,0.025476116141117888,1,9.22338,9.39707,9.48734,9.53,9.53,9.53,8.16,7.71,10.32,-0.63,-0.19,-0.24,338.61340148643427,338.0176327869908,337.92,338.1271992334394,248.681819814091,132.809280173909,1676136052.0,9.24,181.56587947005968,249.056522669842,-115.872539640182,190.745549994,1676135870.4341204,-67.49064319978231,55.60293,0.0,1.5451,1.4677,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,-0.3066199999999988,-0.13293,-0.0426599999999997,0.5957686994434539,0.48620225299487174,0.7725499849896581,0.02557714078295673,-0.003314615885879491,low,down,0.024444162304817985,1.0081898772456672,0.5
2024-04-17,SAP,2.7571,2.7571,2.7571,1.6423,0.001522255373561432,1,8.54791,8.76829,8.84173,9.61,9.61,9.61,7.93,7.81,9.59,-0.95,-0.21,-1.03,341.35740416023026,338.61340148643427,341.03,339.43779174596915,246.530544348,131.109515418455,1942371909.0,9.24,204.37812139638237,249.548629801099,-115.421028929545,188.8200298832275,1942371704.6218786,-45.17050840471663,56.23171,0.0,1.6015,1.4225,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.22252093395631434,0,-1.0620899999999995,-0.8417099999999991,-0.7682699999999993,2.7440026737959897,1.9196124142611097,0.7935267535709697,0.025921019586985863,0.0007427532682769758,low,up,0.025186915573094958,1.008957238474771,0.5
2024-04-18,SAP,2.7294,2.7294,2.7294,1.6448,-0.06608706225680938,1,9.03562,8.9264,8.99991,9.68,9.68,9.68,7.47,7.45,10.15,-1.49,-0.67,-0.53,338.9976528236883,341.35740416023026,338.15,341.3739181929115,244.486107534545,129.508099096364,1893255554.0,9.24,198.69767059662252,250.069906156626,-114.978008438181,186.9971033154545,1893255355.3023293,-51.372235560003475,56.0736,0.0,1.6423,1.498,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,-0.64438,-0.7536000000000005,-0.6800899999999999,-2.359751336541933,-2.3762653692231765,0.3213904982932102,0.023348182371602612,0.002486601865251934,low,up,0.023309215857267595,0.9756177285580006,0.5
2024-04-19,SAP,2.63,2.63,2.63,1.5361,0.020376277586094504,1,9.56633,9.56208,9.63936,9.77,9.77,9.77,8.3,8.33,10.32,-0.76,0.09,-0.43,342.3225019972982,338.9976528236883,342.89,340.933325217099,238.957541219455,123.919737289455,1689696629.0,9.24,179.61584780707577,244.924108142428,-115.03780393000001,181.438639254455,1689696449.3841522,-65.30826033535223,55.43792,0.0,1.6448,1.5306,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,-0.2036699999999989,-0.20791999999999966,-0.13063999999999965,3.3248491736098913,1.3891767801991932,0.859172432866666,0.0404236761172625,-0.020641945115342317,low,down,0.02910209564464903,0.9855574573855068,0.5
2024-04-20,SAP,2.5066,2.5066,2.5066,1.5674,0.013780783463059887,1,9.25695,9.44141,9.51648,9.85,9.85,9.85,8.91,9.18,9.69,-0.25,0.84,-1.13,340.18426754176585,342.3225019972982,339.6,341.1882077132836,223.122238051091,114.059985748909,1922408841.0,9.24,201.61440852289363,234.217867325227,-109.06225230218199,168.5911119,1922408639.3855915,-32.603458802333364,55.55859,0.0,1.5361,1.5139,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,-0.5930499999999999,-0.40859000000000023,-0.33352000000000004,-2.13823445553237,-1.0039401715177405,0.7086939550986003,0.04093646530178576,0.007259766057948803,low,up,0.02999284062113803,0.9923483343408236,0.5
2024-04-21,SAP,2.5624,2.5624,2.5624,1.589,0.09836375078665838,1,9.2085,9.31016,9.39379,9.97,9.97,9.97,9.41,9.26,9.33,0.13,0.79,-1.58,339.39438593712435,340.18426754176585,339.84,339.8393395037008,220.201260170455,112.856846393182,1916203327.0,9.24,201.87350539399725,233.806516274666,-107.34441377727299,166.5290532818185,1916203125.1264946,-31.933010880668746,55.689840000000004,0.0,1.5674,1.5701,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,-0.7614999999999998,-0.6598400000000009,-0.5762100000000014,-0.7898816046414936,-0.44495356657643015,0.6811705496918881,0.03748028828474061,-0.00454434165700941,low,down,0.025448498964128617,1.041153886467152,0.5
2024-04-22,SAP,2.5806,2.5806,2.5806,1.7453,-0.03002349166332441,1,8.7277,8.88759,8.92166,10.11,10.11,10.11,8.61,10.28,8.93,-0.84,1.69,-2.11,341.983062952517,339.39438593712435,341.43,340.3768089148866,237.096602310909,124.17395095,2266482932.0,9.24,231.6006724164227,247.177343884738,-112.92265136090899,180.63527663045448,2266482700.3993278,-15.576671468315311,56.11241,0.0,1.589,1.5451,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,-1.382299999999999,-1.22241,-1.1883400000000002,2.5886770153926477,1.6062540376303787,0.8384866925840493,0.05858059296233756,0.014577526929108098,high,up,0.040026025893236714,1.0255243489518597,0.5
2024-04-23,SAP,2.4392,2.4392,2.4392,1.6929,0.016775946600507963,1,8.83364,9.0042,9.08393,10.24,10.24,10.24,9.13,9.72,8.98,-0.45,1.04,-2.21,341.7110040513984,341.983062952517,340.61,341.2343228160779,235.517002692909,123.175558086727,2019808364.0,9.24,212.5327784642219,247.367397797813,-112.341444606182,179.346280389818,2019808151.4672215,-34.83461933359109,55.9958,0.0,1.7453,1.6015,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,-1.4063599999999994,-1.2357999999999993,-1.1560699999999997,-0.2720589011186121,0.4766812353204841,0.507067218467104,0.061814841711026434,-0.0063091494073771685,high,down,0.04572627315118931,1.0341264198096285,0.5
2024-04-24,SAP,2.5062,2.5062,2.5062,1.7213,-0.06849474234590147,1,8.85143,8.80845,8.84094,10.34,10.34,10.34,8.53,8.88,8.99,-1.16,0.12,-2.3,343.8645275875025,341.7110040513984,344.31,341.8673070532543,233.966756579091,122.351950943,1999869613.0,9.24,210.09813863069724,247.958487680612,-111.61480563609099,178.1593537610455,1999869402.9018614,-37.86034904991476,56.19155,0.0,1.6929,1.6423,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.22252093395631434,0,-1.4885699999999993,-1.5315499999999993,-1.49906,2.153523536104103,1.9972205342481857,0.7201196405121314,0.046416996220677326,0.01657260177146347,low,up,0.035864050019929025,0.9987103084706535,0.5
2024-04-25,SAP,2.6056,2.6056,2.6056,1.6034,0.034551577896968944,1,8.67169,8.43468,8.51761,10.43,10.43,10.43,7.64,8.03,9.01,-2.14,-0.81,-2.38,340.7212186534223,343.8645275875025,340.44,341.88961708550244,231.373354982909,120.806006322545,2149490111.0,9.24,217.2815787262045,246.227606584597,-110.567348660364,176.089680652727,2149489893.7184215,-28.94602785839251,56.56532,0.0,1.7213,1.6448,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,-1.7583099999999998,-1.9953199999999995,-1.9123900000000003,-3.14330893408021,-1.1683984320801528,0.5249434122595315,0.062359542782383336,-0.017774203986399194,high,down,0.04548774297189042,1.0159638169804683,0.5
2024-04-26,SAP,2.5453,2.5453,2.5453,1.6588,0.10573908849770919,1,8.60342,8.68683,8.77516,10.46,10.46,10.46,7.69,7.73,9.66,-2.13,-1.13,-1.78,339.7222478785557,340.7212186534223,338.79,340.70117772575884,225.658465659818,115.488680341818,2039438495.0,9.24,203.69902046549333,243.687959821941,-110.16978531800001,170.573573000818,2039438291.3009796,-39.98893935644767,56.31317,0.0,1.6034,1.5361,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,-1.856580000000001,-1.7731700000000004,-1.6848400000000012,-0.9989707748665637,-0.9789298472031192,0.46289553968239433,0.06367863679908212,0.004154158886781811,high,up,0.04964190185867223,1.0696773609575525,0.5
2024-04-27,SAP,2.7003,2.7003,2.7003,1.8342,0.08401482935339644,1,8.53257,8.4244,8.52521,10.5,10.5,10.5,7.96,7.8,9.14,-1.89,-1.12,-2.33,331.62565314991826,339.7222478785557,331.29,333.4204821853233,210.572711295273,106.428605887,1828732544.0,9.24,181.27144614806784,234.763685616834,-104.14410540827299,158.5006585911365,1828732362.7285538,-53.49223946876617,56.5756,0.0,1.6588,1.5674,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,-1.9674300000000002,-2.0755999999999997,-1.9747900000000005,-8.096594728637456,-1.79482903540503,0.5537992233427587,0.06626340619103464,0.0014750675422101622,high,up,0.051116969400882395,1.1146117414295726,0.5
2024-04-28,SAP,2.6226,2.6226,2.6226,1.9883,-0.11597847407332895,1,8.6861,8.66398,8.80907,10.59,10.59,10.59,8.03,8.15,9.24,-1.91,-0.85,-2.32,333.71935466738626,331.62565314991826,333.01,334.249177169476,205.829482216,103.945510828,1634043239.0,9.24,163.7828577755854,231.619039508724,-101.883971388,154.887496522,1634043075.2171423,-67.8361817331386,56.33602,0.0,1.8342,1.589,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,-1.9039000000000001,-1.9260199999999994,-1.7809299999999997,2.0937015174679914,-0.5298225020897576,0.4294412426768152,0.06791315452949533,0.022807664203344166,high,up,0.0619152369388968,1.0499762569519637,0.5
2024-04-29,SAP,2.5131,2.5131,2.5131,1.7577,-0.010695795642032269,1,9.93773,10.1554,10.2634,10.7,10.7,10.7,9.17,8.25,11.02,-0.87,-0.85,-0.65,331.1440239402795,333.71935466738626,330.29,333.3030485360192,221.958006075,115.218527465909,1544278144.0,9.24,154.5950889458068,247.567344254545,-106.73947860909098,168.58826677045448,1544277989.404911,-92.9722553087382,54.8446,0.0,1.9883,1.7453,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,-0.7622699999999991,-0.5445999999999991,-0.43659999999999854,-2.5753307271067456,-2.1590245957397087,0.2637088815635492,0.09651200962170467,-0.02655088413476738,high,down,0.081755742433461,1.0443610912152916,0.5
2024-04-30,SAP,2.4696,2.4696,2.4696,1.7389,0.1480821208810168,1,11.7541,11.8965,11.9414,10.83,10.83,10.83,11.47,9.77,12.7,1.29,0.55,0.91,332.8486748974771,331.1440239402795,332.4,333.6483695205489,219.500900003636,113.934128123636,1383385217.0,9.24,142.68653909664707,247.517514063636,-105.56677187999999,166.717514063636,1383385074.3134608,-104.83097496698895,53.1035,0.0,1.7577,1.6929,1,False,True,False,False,False,False,False,0,0.0,0.7818314824680298,0.6234898018587336,0,0.9240999999999993,1.0664999999999996,1.1113999999999997,1.7046509571976003,-0.7996946230717867,0.8054127899079905,0.08816475083081789,0.01155978934077384,high,up,0.07019595309268715,1.1216866938916783,0.5
2024-05-01,SAP,2.4038,2.4038,2.4038,1.9964,-0.04663394109396912,0,12.6565,12.6337,12.684499,10.98,10.98,10.98,12.54,11.08,13.78,2.2,1.72,1.84,332.40488549166594,332.8486748974771,332.27,333.73458998632657,216.848248531273,112.468309422182,1425568469.0,9.24,148.65796926213406,244.861822181818,-104.37993910909098,164.6582789767275,1425568320.3420308,-96.20385291968395,52.3663,0.0,1.7389,1.7213,2,False,False,True,False,False,False,False,0,0.0,0.9749279121818236,-0.22252093395631434,0,1.676499999999999,1.6536999999999988,1.7044990000000002,-0.44378940581117376,-1.329704494660632,0.7960878175649304,0.10584789660895856,0.02270610859680957,high,up,0.09290206168949673,1.0955323582872616,0.0
2024-05-02,SAP,2.553,2.553,2.553,1.9033,-0.05858246203961537,0,12.6723,12.5137,12.5251,11.12,11.12,11.12,13.05,12.16,13.02,2.55,2.66,0.95,331.8691820341571,332.40488549166594,332.45,332.08890835862456,214.232188861636,110.888285023636,1352067668.0,9.24,149.89759633846984,244.370921827273,-103.34390383799999,162.56023694263598,1352067518.1024036,-94.47332548880317,52.4863,0.0,1.9964,1.6034,3,False,False,False,True,False,False,False,0,0.0,0.43388373911755823,-0.900968867902419,0,1.5523000000000007,1.3937000000000008,1.405100000000001,-0.5357034575088164,-0.21972632446744456,0.8117414044053591,0.10492344096293744,-0.03047460591833566,high,down,0.08108103220874871,1.0955323582872616,0.0
2024-05-03,SAP,2.5687,2.5687,2.5687,1.7918,-0.10447594597611343,0,11.856,11.6994,11.7569,11.22,11.22,11.22,11.8,11.99,11.8,1.19,2.37,-0.35,332.1473720894759,331.8691820341571,332.68,332.3710071616659,208.320277697091,105.844429268909,1553489957.0,9.24,166.46546011919474,241.0095547,-102.475848428182,157.082353483,1553489790.53454,-74.54409458080525,53.3006,0.0,1.9033,1.6588,4,False,False,False,False,True,False,False,0,0.5,-0.433883739117558,-0.9009688679024191,0,0.6359999999999992,0.47940000000000005,0.5368999999999993,0.27819005531875973,-0.22363507219000667,0.7557495603840656,0.09961874279145537,-0.02851945827860236,high,down,0.07599455874599251,1.0955323582872616,0.0
2024-05-04,SAP,2.5742,2.5742,2.5742,1.6046,-0.012775769662221048,1,12.1908,12.2748,12.293167,11.33,11.33,11.33,11.26,11.44,12.99,0.51,1.67,0.74,334.2175543222009,332.1473720894759,333.71,334.0847106853876,190.565101064091,95.5234114782727,1457760197.0,9.24,158.5653905402955,226.810096763636,-95.0416895858183,143.04425627118187,1457760038.4346094,-68.2447062233405,52.7252,0.0,1.7918,1.8342,5,False,False,False,False,False,True,False,1,0.0,-0.9749279121818236,-0.2225209339563146,0,0.8607999999999993,0.9448000000000008,0.9631670000000003,2.070182232725017,0.13284363681327704,0.6137571498099679,0.0968490254979629,0.002300505619443104,high,up,0.07369405312654939,1.0955323582872616,0.5
2024-05-05,SAP,2.5585,2.5585,2.5585,1.5841,0.04463102076889092,1,12.712,12.7698,12.795237,11.45,11.45,11.45,12.8,11.56,13.35,1.93,1.68,0.99,335.01941996207205,334.2175543222009,335.76,334.6781304778857,188.444887830455,94.5180366613637,1428108623.0,9.24,153.33502550510266,226.935980718182,-93.92685116909131,141.48146224590934,1428108469.6649745,-73.60095521307935,52.230199999999996,0.0,1.6046,1.9883,6,False,False,False,False,False,False,True,1,0.0,-0.7818314824680299,0.6234898018587334,0,1.2620000000000005,1.3198000000000008,1.345237000000001,0.8018656398711528,0.34128948418634764,0.6483597045785209,0.09683327435187201,-0.0004159948040377559,high,down,0.07411004793058715,1.119979722005117,0.5
2024-05-06,SAP,2.6955,2.6955,2.6955,1.6548,-0.013536379018612488,1,12.8204,12.947,12.9786,11.55,11.55,11.55,12.84,12.33,13.05,1.88,2.33,0.59,337.7772102416937,335.01941996207205,337.97,336.0540036237611,186.309415864818,93.6352183690909,1478771517.0,9.24,164.02939606905832,226.636346136364,-92.6741974957271,139.97231711695446,1478771352.970604,-62.60695006730569,52.053,0.0,1.5841,1.7577,0,True,False,False,False,False,False,False,0,0.0,0.0,1.0,0,1.2703999999999986,1.3969999999999985,1.4285999999999994,2.757790279621645,1.7232066179325898,0.8675506847850359,0.05556931308800321,-0.020690220022425175,high,down,0.05341982790816198,1.1123994870000062,0.5
