Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
30/09/2024 17:11:45,14/11/2024,"Demand - Cold, (excluding interconnector and storage)",283.263130401364,30/09/2024 16:11:46,
30/09/2024 17:11:45,15/11/2024,"Demand - Cold, (excluding interconnector and storage)",283.839026801818,30/09/2024 16:11:46,
30/09/2024 17:11:45,16/11/2024,"Demand - Cold, (excluding interconnector and storage)",265.934568853818,30/09/2024 16:11:46,
30/09/2024 17:11:45,17/11/2024,"Demand - Cold, (excluding interconnector and storage)",266.197170359091,30/09/2024 16:11:46,
30/09/2024 17:11:45,18/11/2024,"Demand - Cold, (excluding interconnector and storage)",296.764561045,30/09/2024 16:11:46,
30/09/2024 17:11:45,19/11/2024,"Demand - Cold, (excluding interconnector and storage)",299.053676303636,30/09/2024 16:11:46,
30/09/2024 17:11:45,20/11/2024,"Demand - Cold, (excluding interconnector and storage)",301.201977298182,30/09/2024 16:11:46,
30/09/2024 17:11:45,21/11/2024,"Demand - Cold, (excluding interconnector and storage)",304.049300612364,30/09/2024 16:11:46,
30/09/2024 17:11:45,22/11/2024,"Demand - Cold, (excluding interconnector and storage)",303.600038973636,30/09/2024 16:11:46,
30/09/2024 17:11:45,23/11/2024,"Demand - Cold, (excluding interconnector and storage)",283.965344201182,30/09/2024 16:11:46,
30/09/2024 17:11:45,24/11/2024,"Demand - Cold, (excluding interconnector and storage)",283.506868649091,30/09/2024 16:11:46,
30/09/2024 17:11:45,25/11/2024,"Demand - Cold, (excluding interconnector and storage)",314.456481867273,30/09/2024 16:11:46,
30/09/2024 17:11:45,26/11/2024,"Demand - Cold, (excluding interconnector and storage)",317.532929079091,30/09/2024 16:11:46,
30/09/2024 17:11:45,27/11/2024,"Demand - Cold, (excluding interconnector and storage)",319.622906055455,30/09/2024 16:11:46,
30/09/2024 17:11:45,28/11/2024,"Demand - Cold, (excluding interconnector and storage)",321.740923186,30/09/2024 16:11:46,
30/09/2024 17:11:45,29/11/2024,"Demand - Cold, (excluding interconnector and storage)",320.724020352909,30/09/2024 16:11:46,
30/09/2024 17:11:45,30/11/2024,"Demand - Cold, (excluding interconnector and storage)",299.493566064727,30/09/2024 16:11:46,
30/09/2024 17:11:45,01/12/2024,"Demand - Cold, (excluding interconnector and storage)",297.756199467636,30/09/2024 16:11:46,
