Applicable At,Applicable For,Data Item,Value,Generated Time,Quality Indicator
16/10/2024 23:00:00,17/10/2024,"Temperature, Forecast, D-1",12.4434,17/10/2024 08:30:00,
15/10/2024 23:00:00,16/10/2024,"Temperature, Forecast, D-1",12.4404,16/10/2024 08:30:00,
14/10/2024 23:00:00,15/10/2024,"Temperature, Forecast, D-1",10.429,15/10/2024 08:30:00,
13/10/2024 23:00:00,14/10/2024,"Temperature, Forecast, D-1",9.13466,14/10/2024 08:30:00,
12/10/2024 23:00:00,13/10/2024,"Temperature, Forecast, D-1",8.6614,13/10/2024 08:30:00,
11/10/2024 23:00:00,12/10/2024,"Temperature, Forecast, D-1",9.09294,12/10/2024 08:30:00,
10/10/2024 23:00:00,11/10/2024,"Temperature, Forecast, D-1",9.28419,11/10/2024 08:30:00,
09/10/2024 23:00:00,10/10/2024,"Temperature, Forecast, D-1",9.9858,10/10/2024 08:30:00,
08/10/2024 23:00:00,09/10/2024,"Temperature, Forecast, D-1",11.6639,09/10/2024 08:30:00,
07/10/2024 23:00:00,08/10/2024,"Temperature, Forecast, D-1",12.3728,08/10/2024 08:30:00,
06/10/2024 23:00:00,07/10/2024,"Temperature, Forecast, D-1",12.4191,07/10/2024 08:30:00,
05/10/2024 23:00:00,06/10/2024,"Temperature, Forecast, D-1",11.6815,06/10/2024 08:30:00,
04/10/2024 23:00:00,05/10/2024,"Temperature, Forecast, D-1",11.5694,05/10/2024 08:30:00,
03/10/2024 23:00:00,04/10/2024,"Temperature, Forecast, D-1",11.2322,04/10/2024 08:30:00,
02/10/2024 23:00:00,03/10/2024,"Temperature, Forecast, D-1",11.5974,03/10/2024 08:30:00,
01/10/2024 23:00:00,02/10/2024,"Temperature, Forecast, D-1",11.7251,02/10/2024 08:30:00,
30/09/2024 23:00:00,01/10/2024,"Temperature, Forecast, D-1",11.399,01/10/2024 08:30:00,
29/09/2024 23:00:00,30/09/2024,"Temperature, Forecast, D-1",11.2619,30/09/2024 08:30:00,
28/09/2024 23:00:00,29/09/2024,"Temperature, Forecast, D-1",10.689,29/09/2024 08:30:00,
27/09/2024 23:00:00,28/09/2024,"Temperature, Forecast, D-1",10.8005,28/09/2024 08:30:00,
26/09/2024 23:00:00,27/09/2024,"Temperature, Forecast, D-1",10.9808,27/09/2024 08:30:00,
25/09/2024 23:00:00,26/09/2024,"Temperature, Forecast, D-1",12.3186,26/09/2024 08:30:00,
24/09/2024 23:00:00,25/09/2024,"Temperature, Forecast, D-1",12.4724,25/09/2024 08:30:00,
23/09/2024 23:00:00,24/09/2024,"Temperature, Forecast, D-1",13.2947,24/09/2024 08:30:00,
22/09/2024 23:00:00,23/09/2024,"Temperature, Forecast, D-1",13.742,23/09/2024 08:30:00,
21/09/2024 23:00:00,22/09/2024,"Temperature, Forecast, D-1",14.2334,22/09/2024 08:30:00,
20/09/2024 23:00:00,21/09/2024,"Temperature, Forecast, D-1",14.4711,21/09/2024 08:30:00,
19/09/2024 23:00:00,20/09/2024,"Temperature, Forecast, D-1",14.4094,20/09/2024 08:30:00,
18/09/2024 23:00:00,19/09/2024,"Temperature, Forecast, D-1",14.4037,19/09/2024 08:30:00,
17/09/2024 23:00:00,18/09/2024,"Temperature, Forecast, D-1",14.1766,18/09/2024 08:30:00,
16/09/2024 23:00:00,17/09/2024,"Temperature, Forecast, D-1",13.8566,17/09/2024 08:30:00,
15/09/2024 23:00:00,16/09/2024,"Temperature, Forecast, D-1",13.7046,16/09/2024 08:30:00,
14/09/2024 23:00:00,15/09/2024,"Temperature, Forecast, D-1",13.3927,15/09/2024 08:30:00,
13/09/2024 23:00:00,14/09/2024,"Temperature, Forecast, D-1",12.7371,14/09/2024 08:30:00,
12/09/2024 23:00:00,13/09/2024,"Temperature, Forecast, D-1",11.7724,13/09/2024 08:30:00,
11/09/2024 23:00:00,12/09/2024,"Temperature, Forecast, D-1",11.8394,12/09/2024 08:30:00,
10/09/2024 23:00:00,11/09/2024,"Temperature, Forecast, D-1",12.432,11/09/2024 08:30:00,
09/09/2024 23:00:00,10/09/2024,"Temperature, Forecast, D-1",13.6899,10/09/2024 08:30:00,
08/09/2024 23:00:00,09/09/2024,"Temperature, Forecast, D-1",14.148,09/09/2024 08:30:00,
07/09/2024 23:00:00,08/09/2024,"Temperature, Forecast, D-1",14.6899,08/09/2024 08:30:00,
06/09/2024 23:00:00,07/09/2024,"Temperature, Forecast, D-1",14.8542,07/09/2024 08:30:00,
05/09/2024 23:00:00,06/09/2024,"Temperature, Forecast, D-1",14.7757,06/09/2024 08:30:00,
04/09/2024 23:00:00,05/09/2024,"Temperature, Forecast, D-1",14.4038,05/09/2024 08:30:00,
03/09/2024 23:00:00,04/09/2024,"Temperature, Forecast, D-1",14.4373,04/09/2024 08:30:00,
02/09/2024 23:00:00,03/09/2024,"Temperature, Forecast, D-1",14.782,03/09/2024 08:30:00,
01/09/2024 23:00:00,02/09/2024,"Temperature, Forecast, D-1",14.9825,02/09/2024 08:30:00,
31/08/2024 23:00:00,01/09/2024,"Temperature, Forecast, D-1",14.9962,01/09/2024 08:30:00,
30/08/2024 23:00:00,31/08/2024,"Temperature, Forecast, D-1",14.8045,31/08/2024 08:30:00,
29/08/2024 23:00:00,30/08/2024,"Temperature, Forecast, D-1",14.8522,30/08/2024 08:30:00,
28/08/2024 23:00:00,29/08/2024,"Temperature, Forecast, D-1",14.8622,29/08/2024 08:30:00,
27/08/2024 23:00:00,28/08/2024,"Temperature, Forecast, D-1",15.0801,28/08/2024 08:30:00,
26/08/2024 23:00:00,27/08/2024,"Temperature, Forecast, D-1",14.9595,27/08/2024 08:30:00,
25/08/2024 23:00:00,26/08/2024,"Temperature, Forecast, D-1",14.6682,26/08/2024 08:30:00,
24/08/2024 23:00:00,25/08/2024,"Temperature, Forecast, D-1",14.2473,25/08/2024 08:30:00,
23/08/2024 23:00:00,24/08/2024,"Temperature, Forecast, D-1",14.3281,24/08/2024 08:30:00,
22/08/2024 23:00:00,23/08/2024,"Temperature, Forecast, D-1",14.796,23/08/2024 08:30:00,
21/08/2024 23:00:00,22/08/2024,"Temperature, Forecast, D-1",14.7135,22/08/2024 08:30:00,
20/08/2024 23:00:00,21/08/2024,"Temperature, Forecast, D-1",14.6298,21/08/2024 08:30:00,
19/08/2024 23:00:00,20/08/2024,"Temperature, Forecast, D-1",14.7579,20/08/2024 08:30:00,
18/08/2024 23:00:00,19/08/2024,"Temperature, Forecast, D-1",14.9058,19/08/2024 08:30:00,
17/08/2024 23:00:00,18/08/2024,"Temperature, Forecast, D-1",14.8453,18/08/2024 08:30:00,
16/08/2024 23:00:00,17/08/2024,"Temperature, Forecast, D-1",14.8955,17/08/2024 08:30:00,
15/08/2024 23:00:00,16/08/2024,"Temperature, Forecast, D-1",15.0495,16/08/2024 08:30:00,
14/08/2024 23:00:00,15/08/2024,"Temperature, Forecast, D-1",15.0927,15/08/2024 08:30:00,
13/08/2024 23:00:00,14/08/2024,"Temperature, Forecast, D-1",15.1917,14/08/2024 08:30:00,
12/08/2024 23:00:00,13/08/2024,"Temperature, Forecast, D-1",15.2075,13/08/2024 08:30:00,
11/08/2024 23:00:00,12/08/2024,"Temperature, Forecast, D-1",15.2415,12/08/2024 08:30:00,
10/08/2024 23:00:00,11/08/2024,"Temperature, Forecast, D-1",15.227,11/08/2024 08:30:00,
09/08/2024 23:00:00,10/08/2024,"Temperature, Forecast, D-1",15.1754,10/08/2024 08:30:00,
08/08/2024 23:00:00,09/08/2024,"Temperature, Forecast, D-1",15.1701,09/08/2024 08:30:00,
07/08/2024 23:00:00,08/08/2024,"Temperature, Forecast, D-1",15.0278,08/08/2024 08:30:00,
06/08/2024 23:00:00,07/08/2024,"Temperature, Forecast, D-1",15.0819,07/08/2024 08:30:00,
05/08/2024 23:00:00,06/08/2024,"Temperature, Forecast, D-1",15.1922,06/08/2024 08:30:00,
04/08/2024 23:00:00,05/08/2024,"Temperature, Forecast, D-1",15.2104,05/08/2024 08:30:00,
03/08/2024 23:00:00,04/08/2024,"Temperature, Forecast, D-1",15.1129,04/08/2024 08:30:00,
02/08/2024 23:00:00,03/08/2024,"Temperature, Forecast, D-1",15.1831,03/08/2024 08:30:00,
01/08/2024 23:00:00,02/08/2024,"Temperature, Forecast, D-1",15.2314,02/08/2024 08:30:00,
31/07/2024 23:00:00,01/08/2024,"Temperature, Forecast, D-1",15.2343,01/08/2024 08:30:00,
30/07/2024 23:00:00,31/07/2024,"Temperature, Forecast, D-1",15.222,31/07/2024 08:30:00,
29/07/2024 23:00:00,30/07/2024,"Temperature, Forecast, D-1",15.2169,30/07/2024 08:30:00,
28/07/2024 23:00:00,29/07/2024,"Temperature, Forecast, D-1",15.2249,29/07/2024 08:30:00,
27/07/2024 23:00:00,28/07/2024,"Temperature, Forecast, D-1",15.171,28/07/2024 08:30:00,
26/07/2024 23:00:00,27/07/2024,"Temperature, Forecast, D-1",14.8957,27/07/2024 08:30:00,
25/07/2024 23:00:00,26/07/2024,"Temperature, Forecast, D-1",15.0211,26/07/2024 08:30:00,
24/07/2024 23:00:00,25/07/2024,"Temperature, Forecast, D-1",15.0926,25/07/2024 08:30:00,
23/07/2024 23:00:00,24/07/2024,"Temperature, Forecast, D-1",15.2018,24/07/2024 08:30:00,
22/07/2024 23:00:00,23/07/2024,"Temperature, Forecast, D-1",15.1847,23/07/2024 08:30:00,
21/07/2024 23:00:00,22/07/2024,"Temperature, Forecast, D-1",15.1514,22/07/2024 08:30:00,
